"scientific_name","timePeriod","n_grids"
"Brachypodius fuscoflavescens","2007-2010",5
"Brachypodius fuscoflavescens","2011-2012",5
"Brachypodius fuscoflavescens","2013",6
"Brachypodius fuscoflavescens","2014",9
"Brachypodius fuscoflavescens","2015",11
"Brachypodius fuscoflavescens","2016",8
"Brachypodius fuscoflavescens","2017",13
"Brachypodius fuscoflavescens","2018",13
"Brachypodius fuscoflavescens","2019",15
"Brachypodius fuscoflavescens","2020",14
"Brachypodius fuscoflavescens","2021",19
"Brachypodius fuscoflavescens","2022",16
"Brachypodius fuscoflavescens","pre2000",3
"Brachypodius melanocephalos","2007-2010",3
"Brachypodius melanocephalos","2011-2012",2
"Brachypodius melanocephalos","2013",3
"Brachypodius melanocephalos","2014",3
"Brachypodius melanocephalos","2015",7
"Brachypodius melanocephalos","2016",6
"Brachypodius melanocephalos","2017",3
"Brachypodius melanocephalos","2018",5
"Brachypodius melanocephalos","2019",3
"Brachypodius melanocephalos","2020",6
"Brachypodius melanocephalos","2021",6
"Brachypodius melanocephalos","2022",8
"Brachypodius priocephalus","2000-2006",38
"Brachypodius priocephalus","2007-2010",51
"Brachypodius priocephalus","2011-2012",42
"Brachypodius priocephalus","2013",27
"Brachypodius priocephalus","2014",43
"Brachypodius priocephalus","2015",56
"Brachypodius priocephalus","2016",81
"Brachypodius priocephalus","2017",83
"Brachypodius priocephalus","2018",90
"Brachypodius priocephalus","2019",90
"Brachypodius priocephalus","2020",80
"Brachypodius priocephalus","2021",98
"Brachypodius priocephalus","2022",86
"Brachypodius priocephalus","pre2000",20
"Brachypteryx cruralis","2000-2006",5
"Brachypteryx cruralis","2007-2010",4
"Brachypteryx cruralis","2011-2012",2
"Brachypteryx cruralis","2013",5
"Brachypteryx cruralis","2014",7
"Brachypteryx cruralis","2015",11
"Brachypteryx cruralis","2016",9
"Brachypteryx cruralis","2017",10
"Brachypteryx cruralis","2018",9
"Brachypteryx cruralis","2019",13
"Brachypteryx cruralis","2020",2
"Brachypteryx cruralis","2021",15
"Brachypteryx cruralis","2022",18
"Brachypteryx cruralis","pre2000",6
"Brachypteryx hyperythra","2000-2006",3
"Brachypteryx hyperythra","2007-2010",2
"Brachypteryx hyperythra","2011-2012",3
"Brachypteryx hyperythra","2013",3
"Brachypteryx hyperythra","2014",5
"Brachypteryx hyperythra","2015",6
"Brachypteryx hyperythra","2016",7
"Brachypteryx hyperythra","2017",5
"Brachypteryx hyperythra","2018",9
"Brachypteryx hyperythra","2019",7
"Brachypteryx hyperythra","2020",3
"Brachypteryx hyperythra","2021",8
"Brachypteryx hyperythra","2022",7
"Brachypteryx hyperythra","pre2000",2
"Brachypteryx leucophris","2000-2006",10
"Brachypteryx leucophris","2007-2010",13
"Brachypteryx leucophris","2011-2012",9
"Brachypteryx leucophris","2013",13
"Brachypteryx leucophris","2014",10
"Brachypteryx leucophris","2015",26
"Brachypteryx leucophris","2016",18
"Brachypteryx leucophris","2017",27
"Brachypteryx leucophris","2018",26
"Brachypteryx leucophris","2019",30
"Brachypteryx leucophris","2020",21
"Brachypteryx leucophris","2021",43
"Brachypteryx leucophris","2022",45
"Brachypteryx leucophris","pre2000",5
"Branta ruficollis","2014",2
"Branta ruficollis","2020",1
"Branta ruficollis","2021",7
"Branta ruficollis","2022",4
"Bubo bengalensis","2016",1
"Bubo bengalensis","2017",1
"Bubo bengalensis","2018",2
"Bubo bubo","2000-2006",1
"Bubo bubo","2007-2010",2
"Bubo bubo","2013",1
"Bubo bubo","2014",1
"Bubo bubo","2015",3
"Bubo bubo","2016",5
"Bubo bubo","2017",6
"Bubo bubo","2018",5
"Bubo bubo","2019",4
"Bubo bubo","2020",5
"Bubo bubo","2021",7
"Bubo bubo","2022",8
"Bubo bubo","pre2000",3
"Bubo coromandus","2000-2006",8
"Bubo coromandus","2007-2010",6
"Bubo coromandus","2011-2012",9
"Bubo coromandus","2013",10
"Bubo coromandus","2014",9
"Bubo coromandus","2015",7
"Bubo coromandus","2016",6
"Bubo coromandus","2017",11
"Bubo coromandus","2018",19
"Bubo coromandus","2019",19
"Bubo coromandus","2020",17
"Bubo coromandus","2021",18
"Bubo coromandus","2022",21
"Bubo coromandus","pre2000",6
"Bubo nipalensis","2000-2006",14
"Bubo nipalensis","2007-2010",23
"Bubo nipalensis","2011-2012",10
"Bubo nipalensis","2013",9
"Bubo nipalensis","2014",18
"Bubo nipalensis","2015",33
"Bubo nipalensis","2016",31
"Bubo nipalensis","2017",29
"Bubo nipalensis","2018",45
"Bubo nipalensis","2019",43
"Bubo nipalensis","2020",40
"Bubo nipalensis","2021",48
"Bubo nipalensis","2022",42
"Bubo nipalensis","pre2000",10
"Bubulcus ibis","2000-2006",436
"Bubulcus ibis","2007-2010",489
"Bubulcus ibis","2011-2012",505
"Bubulcus ibis","2013",471
"Bubulcus ibis","2014",845
"Bubulcus ibis","2015",1146
"Bubulcus ibis","2016",1313
"Bubulcus ibis","2017",1676
"Bubulcus ibis","2018",1827
"Bubulcus ibis","2019",2086
"Bubulcus ibis","2020",2093
"Bubulcus ibis","2021",2337
"Bubulcus ibis","2022",2254
"Bubulcus ibis","pre2000",564
"Bucanetes githagineus","2000-2006",1
"Bucanetes githagineus","2007-2010",4
"Bucanetes githagineus","2011-2012",4
"Bucanetes githagineus","2013",6
"Bucanetes githagineus","2014",4
"Bucanetes githagineus","2015",3
"Bucanetes githagineus","2016",11
"Bucanetes githagineus","2017",8
"Bucanetes githagineus","2018",12
"Bucanetes githagineus","2019",12
"Bucanetes githagineus","2020",9
"Bucanetes githagineus","2021",11
"Bucanetes githagineus","2022",14
"Bucanetes githagineus","pre2000",5
"Bucanetes mongolicus","2000-2006",5
"Bucanetes mongolicus","2007-2010",3
"Bucanetes mongolicus","2011-2012",7
"Bucanetes mongolicus","2013",2
"Bucanetes mongolicus","2014",6
"Bucanetes mongolicus","2015",5
"Bucanetes mongolicus","2016",11
"Bucanetes mongolicus","2017",9
"Bucanetes mongolicus","2018",9
"Bucanetes mongolicus","2019",12
"Bucanetes mongolicus","2020",7
"Bucanetes mongolicus","2021",12
"Bucanetes mongolicus","2022",14
"Bucanetes mongolicus","pre2000",7
"Bucephala clangula","2000-2006",1
"Bucephala clangula","2007-2010",2
"Bucephala clangula","2011-2012",1
"Bucephala clangula","2014",1
"Bucephala clangula","2015",2
"Bucephala clangula","2016",1
"Bucephala clangula","2017",1
"Bucephala clangula","2018",1
"Bucephala clangula","2019",3
"Bucephala clangula","2020",3
"Bucephala clangula","2021",6
"Bucephala clangula","2022",3
"Bucephala clangula","pre2000",1
"Buceros bicornis","2000-2006",24
"Buceros bicornis","2007-2010",24
"Buceros bicornis","2011-2012",22
"Buceros bicornis","2013",19
"Buceros bicornis","2014",25
"Buceros bicornis","2015",31
"Buceros bicornis","2016",41
"Buceros bicornis","2017",41
"Buceros bicornis","2018",52
"Buceros bicornis","2019",53
"Buceros bicornis","2020",41
"Buceros bicornis","2021",49
"Buceros bicornis","2022",53
"Buceros bicornis","pre2000",30
"Bulweria fallax","2007-2010",1
"Bulweria fallax","2013",1
"Bulweria fallax","2015",1
"Bulweria fallax","2019",1
"Burhinus indicus","2000-2006",54
"Burhinus indicus","2007-2010",85
"Burhinus indicus","2011-2012",80
"Burhinus indicus","2013",74
"Burhinus indicus","2014",117
"Burhinus indicus","2015",166
"Burhinus indicus","2016",212
"Burhinus indicus","2017",275
"Burhinus indicus","2018",297
"Burhinus indicus","2019",339
"Burhinus indicus","2020",347
"Burhinus indicus","2021",454
"Burhinus indicus","2022",422
"Burhinus indicus","pre2000",81
"Butastur indicus","2007-2010",1
"Butastur indicus","2013",1
"Butastur indicus","2020",1
"Butastur liventer","2022",1
"Butastur teesa","2000-2006",115
"Butastur teesa","2007-2010",134
"Butastur teesa","2011-2012",147
"Butastur teesa","2013",118
"Butastur teesa","2014",241
"Butastur teesa","2015",307
"Butastur teesa","2016",365
"Butastur teesa","2017",482
"Butastur teesa","2018",506
"Butastur teesa","2019",521
"Butastur teesa","2020",554
"Butastur teesa","2021",681
"Butastur teesa","2022",521
"Butastur teesa","pre2000",140
"Buteo buteo","2000-2006",32
"Buteo buteo","2007-2010",45
"Buteo buteo","2011-2012",44
"Buteo buteo","2013",29
"Buteo buteo","2014",51
"Buteo buteo","2015",69
"Buteo buteo","2016",81
"Buteo buteo","2017",96
"Buteo buteo","2018",106
"Buteo buteo","2019",99
"Buteo buteo","2020",113
"Buteo buteo","2021",146
"Buteo buteo","2022",90
"Buteo buteo","pre2000",25
"Buteo hemilasius","2000-2006",7
"Buteo hemilasius","2007-2010",8
"Buteo hemilasius","2011-2012",13
"Buteo hemilasius","2013",7
"Buteo hemilasius","2014",15
"Buteo hemilasius","2015",8
"Buteo hemilasius","2016",17
"Buteo hemilasius","2017",21
"Buteo hemilasius","2018",30
"Buteo hemilasius","2019",28
"Buteo hemilasius","2020",13
"Buteo hemilasius","2021",26
"Buteo hemilasius","2022",26
"Buteo hemilasius","pre2000",10
"Buteo lagopus","2021",1
"Buteo refectus","2000-2006",26
"Buteo refectus","2007-2010",27
"Buteo refectus","2011-2012",25
"Buteo refectus","2013",21
"Buteo refectus","2014",30
"Buteo refectus","2015",58
"Buteo refectus","2016",63
"Buteo refectus","2017",82
"Buteo refectus","2018",105
"Buteo refectus","2019",102
"Buteo refectus","2020",100
"Buteo refectus","2021",130
"Buteo refectus","2022",93
"Buteo refectus","pre2000",30
"Buteo rufinus","2000-2006",50
"Buteo rufinus","2007-2010",62
"Buteo rufinus","2011-2012",57
"Buteo rufinus","2013",48
"Buteo rufinus","2014",68
"Buteo rufinus","2015",98
"Buteo rufinus","2016",113
"Buteo rufinus","2017",130
"Buteo rufinus","2018",168
"Buteo rufinus","2019",169
"Buteo rufinus","2020",194
"Buteo rufinus","2021",176
"Buteo rufinus","2022",129
"Buteo rufinus","pre2000",64
"Butorides striata","2000-2006",80
"Butorides striata","2007-2010",122
"Butorides striata","2011-2012",97
"Butorides striata","2013",89
"Butorides striata","2014",151
"Butorides striata","2015",212
"Butorides striata","2016",252
"Butorides striata","2017",314
"Butorides striata","2018",344
"Butorides striata","2019",334
"Butorides striata","2020",381
"Butorides striata","2021",470
"Butorides striata","2022",395
"Butorides striata","pre2000",114
"Cacomantis merulinus","2000-2006",13
"Cacomantis merulinus","2007-2010",13
"Cacomantis merulinus","2011-2012",21
"Cacomantis merulinus","2013",29
"Cacomantis merulinus","2014",28
"Cacomantis merulinus","2015",46
"Cacomantis merulinus","2016",45
"Cacomantis merulinus","2017",53
"Cacomantis merulinus","2018",78
"Cacomantis merulinus","2019",83
"Cacomantis merulinus","2020",65
"Cacomantis merulinus","2021",111
"Cacomantis merulinus","2022",124
"Cacomantis merulinus","pre2000",24
"Cacomantis passerinus","2000-2006",66
"Cacomantis passerinus","2007-2010",68
"Cacomantis passerinus","2011-2012",77
"Cacomantis passerinus","2013",73
"Cacomantis passerinus","2014",133
"Cacomantis passerinus","2015",185
"Cacomantis passerinus","2016",273
"Cacomantis passerinus","2017",332
"Cacomantis passerinus","2018",347
"Cacomantis passerinus","2019",398
"Cacomantis passerinus","2020",464
"Cacomantis passerinus","2021",574
"Cacomantis passerinus","2022",518
"Cacomantis passerinus","pre2000",90
"Cacomantis sonneratii","2000-2006",28
"Cacomantis sonneratii","2007-2010",38
"Cacomantis sonneratii","2011-2012",45
"Cacomantis sonneratii","2013",33
"Cacomantis sonneratii","2014",56
"Cacomantis sonneratii","2015",81
"Cacomantis sonneratii","2016",96
"Cacomantis sonneratii","2017",120
"Cacomantis sonneratii","2018",138
"Cacomantis sonneratii","2019",127
"Cacomantis sonneratii","2020",134
"Cacomantis sonneratii","2021",169
"Cacomantis sonneratii","2022",193
"Cacomantis sonneratii","pre2000",44
"Calandrella acutirostris","2000-2006",13
"Calandrella acutirostris","2007-2010",13
"Calandrella acutirostris","2011-2012",27
"Calandrella acutirostris","2013",10
"Calandrella acutirostris","2014",17
"Calandrella acutirostris","2015",18
"Calandrella acutirostris","2016",24
"Calandrella acutirostris","2017",20
"Calandrella acutirostris","2018",21
"Calandrella acutirostris","2019",24
"Calandrella acutirostris","2020",16
"Calandrella acutirostris","2021",30
"Calandrella acutirostris","2022",26
"Calandrella acutirostris","pre2000",19
"Calandrella brachydactyla","2000-2006",38
"Calandrella brachydactyla","2007-2010",41
"Calandrella brachydactyla","2011-2012",27
"Calandrella brachydactyla","2013",39
"Calandrella brachydactyla","2014",32
"Calandrella brachydactyla","2015",40
"Calandrella brachydactyla","2016",35
"Calandrella brachydactyla","2017",83
"Calandrella brachydactyla","2018",121
"Calandrella brachydactyla","2019",131
"Calandrella brachydactyla","2020",128
"Calandrella brachydactyla","2021",127
"Calandrella brachydactyla","2022",90
"Calandrella brachydactyla","pre2000",28
"Calandrella dukhunensis","2000-2006",13
"Calandrella dukhunensis","2007-2010",7
"Calandrella dukhunensis","2011-2012",13
"Calandrella dukhunensis","2013",5
"Calandrella dukhunensis","2014",19
"Calandrella dukhunensis","2015",30
"Calandrella dukhunensis","2016",41
"Calandrella dukhunensis","2017",69
"Calandrella dukhunensis","2018",95
"Calandrella dukhunensis","2019",96
"Calandrella dukhunensis","2020",119
"Calandrella dukhunensis","2021",94
"Calandrella dukhunensis","2022",39
"Calandrella dukhunensis","pre2000",19
"Calidris acuminata","2019",1
"Calidris acuminata","2021",1
"Calidris acuminata","pre2000",1
"Calidris alba","2000-2006",11
"Calidris alba","2007-2010",20
"Calidris alba","2011-2012",24
"Calidris alba","2013",17
"Calidris alba","2014",28
"Calidris alba","2015",30
"Calidris alba","2016",35
"Calidris alba","2017",48
"Calidris alba","2018",46
"Calidris alba","2019",53
"Calidris alba","2020",45
"Calidris alba","2021",52
"Calidris alba","2022",33
"Calidris alba","pre2000",21
"Calidris alpina","2000-2006",37
"Calidris alpina","2007-2010",34
"Calidris alpina","2011-2012",31
"Calidris alpina","2013",24
"Calidris alpina","2014",40
"Calidris alpina","2015",48
"Calidris alpina","2016",60
"Calidris alpina","2017",83
"Calidris alpina","2018",77
"Calidris alpina","2019",70
"Calidris alpina","2020",78
"Calidris alpina","2021",86
"Calidris alpina","2022",43
"Calidris alpina","pre2000",44
"Calidris canutus","2007-2010",1
"Calidris canutus","2011-2012",1
"Calidris canutus","2015",3
"Calidris canutus","2016",1
"Calidris canutus","2018",4
"Calidris canutus","2019",3
"Calidris canutus","2020",4
"Calidris canutus","2021",1
"Calidris canutus","2022",3
"Calidris falcinellus","2000-2006",6
"Calidris falcinellus","2007-2010",14
"Calidris falcinellus","2011-2012",10
"Calidris falcinellus","2013",13
"Calidris falcinellus","2014",23
"Calidris falcinellus","2015",24
"Calidris falcinellus","2016",23
"Calidris falcinellus","2017",29
"Calidris falcinellus","2018",26
"Calidris falcinellus","2019",30
"Calidris falcinellus","2020",25
"Calidris falcinellus","2021",24
"Calidris falcinellus","2022",20
"Calidris falcinellus","pre2000",11
"Calidris ferruginea","2000-2006",33
"Calidris ferruginea","2007-2010",44
"Calidris ferruginea","2011-2012",52
"Calidris ferruginea","2013",44
"Calidris ferruginea","2014",54
"Calidris ferruginea","2015",69
"Calidris ferruginea","2016",82
"Calidris ferruginea","2017",90
"Calidris ferruginea","2018",96
"Calidris ferruginea","2019",104
"Calidris ferruginea","2020",103
"Calidris ferruginea","2021",122
"Calidris ferruginea","2022",83
"Calidris ferruginea","pre2000",56
"Calidris melanotos","2013",1
"Calidris melanotos","2017",2
"Calidris melanotos","2018",1
"Calidris melanotos","2021",1
"Calidris melanotos","pre2000",1
"Calidris minuta","2000-2006",111
"Calidris minuta","2007-2010",135
"Calidris minuta","2011-2012",127
"Calidris minuta","2013",114
"Calidris minuta","2014",196
"Calidris minuta","2015",228
"Calidris minuta","2016",330
"Calidris minuta","2017",407
"Calidris minuta","2018",419
"Calidris minuta","2019",504
"Calidris minuta","2020",503
"Calidris minuta","2021",515
"Calidris minuta","2022",410
"Calidris minuta","pre2000",170
"Calidris pugnax","2000-2006",82
"Calidris pugnax","2007-2010",111
"Calidris pugnax","2011-2012",108
"Calidris pugnax","2013",90
"Calidris pugnax","2014",127
"Calidris pugnax","2015",176
"Calidris pugnax","2016",230
"Calidris pugnax","2017",253
"Calidris pugnax","2018",278
"Calidris pugnax","2019",301
"Calidris pugnax","2020",340
"Calidris pugnax","2021",364
"Calidris pugnax","2022",242
"Calidris pugnax","pre2000",103
"Calidris pygmaea","2018",1
"Calidris ruficollis","2000-2006",1
"Calidris ruficollis","2007-2010",1
"Calidris ruficollis","2014",1
"Calidris ruficollis","2015",1
"Calidris ruficollis","2016",1
"Calidris ruficollis","2017",1
"Calidris ruficollis","2018",4
"Calidris ruficollis","2019",6
"Calidris ruficollis","2020",3
"Calidris ruficollis","2021",4
"Calidris ruficollis","2022",4
"Calidris ruficollis","pre2000",2
"Calidris subminuta","2000-2006",3
"Calidris subminuta","2007-2010",5
"Calidris subminuta","2011-2012",4
"Calidris subminuta","2013",2
"Calidris subminuta","2014",5
"Calidris subminuta","2015",6
"Calidris subminuta","2016",9
"Calidris subminuta","2017",11
"Calidris subminuta","2018",9
"Calidris subminuta","2019",17
"Calidris subminuta","2020",17
"Calidris subminuta","2021",18
"Calidris subminuta","2022",12
"Calidris subminuta","pre2000",6
"Calidris subruficollis","2000-2006",1
"Calidris subruficollis","2011-2012",1
"Calidris temminckii","2000-2006",83
"Calidris temminckii","2007-2010",124
"Calidris temminckii","2011-2012",118
"Calidris temminckii","2013",117
"Calidris temminckii","2014",167
"Calidris temminckii","2015",209
"Calidris temminckii","2016",284
"Calidris temminckii","2017",347
"Calidris temminckii","2018",384
"Calidris temminckii","2019",445
"Calidris temminckii","2020",493
"Calidris temminckii","2021",510
"Calidris temminckii","2022",402
"Calidris temminckii","pre2000",144
"Calidris tenuirostris","2000-2006",3
"Calidris tenuirostris","2007-2010",8
"Calidris tenuirostris","2011-2012",8
"Calidris tenuirostris","2013",8
"Calidris tenuirostris","2014",11
"Calidris tenuirostris","2015",12
"Calidris tenuirostris","2016",20
"Calidris tenuirostris","2017",19
"Calidris tenuirostris","2018",11
"Calidris tenuirostris","2019",14
"Calidris tenuirostris","2020",18
"Calidris tenuirostris","2021",26
"Calidris tenuirostris","2022",13
"Calidris tenuirostris","pre2000",9
"Callacanthis burtoni","2000-2006",1
"Callacanthis burtoni","2007-2010",3
"Callacanthis burtoni","2011-2012",10
"Callacanthis burtoni","2013",3
"Callacanthis burtoni","2014",1
"Callacanthis burtoni","2015",8
"Callacanthis burtoni","2016",14
"Callacanthis burtoni","2017",15
"Callacanthis burtoni","2018",6
"Callacanthis burtoni","2019",14
"Callacanthis burtoni","2020",4
"Callacanthis burtoni","2021",14
"Callacanthis burtoni","2022",8
"Callacanthis burtoni","pre2000",9
"Calliope calliope","2000-2006",16
"Calliope calliope","2007-2010",17
"Calliope calliope","2011-2012",21
"Calliope calliope","2013",16
"Calliope calliope","2014",22
"Calliope calliope","2015",20
"Calliope calliope","2016",36
"Calliope calliope","2017",28
"Calliope calliope","2018",46
"Calliope calliope","2019",52
"Calliope calliope","2020",50
"Calliope calliope","2021",94
"Calliope calliope","2022",49
"Calliope calliope","pre2000",17
"Calliope pectardens","2011-2012",2
"Calliope pectardens","2014",2
"Calliope pectardens","2019",1
"Calliope pectoralis","2000-2006",8
"Calliope pectoralis","2007-2010",12
"Calliope pectoralis","2011-2012",15
"Calliope pectoralis","2013",11
"Calliope pectoralis","2014",10
"Calliope pectoralis","2015",19
"Calliope pectoralis","2016",27
"Calliope pectoralis","2017",37
"Calliope pectoralis","2018",37
"Calliope pectoralis","2019",42
"Calliope pectoralis","2020",31
"Calliope pectoralis","2021",51
"Calliope pectoralis","2022",49
"Calliope pectoralis","pre2000",24
"Calliope tschebaiewi","2000-2006",4
"Calliope tschebaiewi","2007-2010",6
"Calliope tschebaiewi","2011-2012",6
"Calliope tschebaiewi","2013",5
"Calliope tschebaiewi","2014",7
"Calliope tschebaiewi","2015",6
"Calliope tschebaiewi","2016",4
"Calliope tschebaiewi","2017",18
"Calliope tschebaiewi","2018",17
"Calliope tschebaiewi","2019",16
"Calliope tschebaiewi","2020",13
"Calliope tschebaiewi","2021",26
"Calliope tschebaiewi","2022",20
"Calliope tschebaiewi","pre2000",6
"Caloenas nicobarica","2007-2010",1
"Caloenas nicobarica","2011-2012",3
"Caloenas nicobarica","2013",1
"Caloenas nicobarica","2014",2
"Caloenas nicobarica","2015",4
"Caloenas nicobarica","2016",5
"Caloenas nicobarica","2017",2
"Caloenas nicobarica","2018",5
"Caloenas nicobarica","2019",5
"Caloenas nicobarica","2020",3
"Caloenas nicobarica","2021",6
"Caloenas nicobarica","2022",8
"Caloenas nicobarica","pre2000",3
"Calonectris leucomelas","2011-2012",1
"Calonectris leucomelas","2016",1
"Caprimulgus affinis","2000-2006",32
"Caprimulgus affinis","2007-2010",47
"Caprimulgus affinis","2011-2012",32
"Caprimulgus affinis","2013",33
"Caprimulgus affinis","2014",42
"Caprimulgus affinis","2015",54
"Caprimulgus affinis","2016",86
"Caprimulgus affinis","2017",118
"Caprimulgus affinis","2018",145
"Caprimulgus affinis","2019",148
"Caprimulgus affinis","2020",176
"Caprimulgus affinis","2021",213
"Caprimulgus affinis","2022",258
"Caprimulgus affinis","pre2000",46
"Caprimulgus andamanicus","2007-2010",2
"Caprimulgus andamanicus","2011-2012",3
"Caprimulgus andamanicus","2013",8
"Caprimulgus andamanicus","2014",2
"Caprimulgus andamanicus","2015",4
"Caprimulgus andamanicus","2016",3
"Caprimulgus andamanicus","2017",7
"Caprimulgus andamanicus","2018",5
"Caprimulgus andamanicus","2019",7
"Caprimulgus andamanicus","2020",6
"Caprimulgus andamanicus","2021",7
"Caprimulgus andamanicus","2022",6
"Caprimulgus asiaticus","2000-2006",63
"Caprimulgus asiaticus","2007-2010",73
"Caprimulgus asiaticus","2011-2012",69
"Caprimulgus asiaticus","2013",69
"Caprimulgus asiaticus","2014",109
"Caprimulgus asiaticus","2015",153
"Caprimulgus asiaticus","2016",196
"Caprimulgus asiaticus","2017",261
"Caprimulgus asiaticus","2018",270
"Caprimulgus asiaticus","2019",338
"Caprimulgus asiaticus","2020",385
"Caprimulgus asiaticus","2021",469
"Caprimulgus asiaticus","2022",422
"Caprimulgus asiaticus","pre2000",119
"Caprimulgus atripennis","2000-2006",30
"Caprimulgus atripennis","2007-2010",22
"Caprimulgus atripennis","2011-2012",28
"Caprimulgus atripennis","2013",28
"Caprimulgus atripennis","2014",43
"Caprimulgus atripennis","2015",46
"Caprimulgus atripennis","2016",68
"Caprimulgus atripennis","2017",86
"Caprimulgus atripennis","2018",100
"Caprimulgus atripennis","2019",123
"Caprimulgus atripennis","2020",135
"Caprimulgus atripennis","2021",171
"Caprimulgus atripennis","2022",148
"Caprimulgus atripennis","pre2000",19
"Caprimulgus europaeus","2007-2010",1
"Caprimulgus europaeus","2015",3
"Caprimulgus europaeus","2016",2
"Caprimulgus europaeus","2017",4
"Caprimulgus europaeus","2018",8
"Caprimulgus europaeus","2019",3
"Caprimulgus europaeus","2020",1
"Caprimulgus europaeus","2021",6
"Caprimulgus indicus","2000-2006",51
"Caprimulgus indicus","2007-2010",48
"Caprimulgus indicus","2011-2012",44
"Caprimulgus indicus","2013",35
"Caprimulgus indicus","2014",43
"Caprimulgus indicus","2015",76
"Caprimulgus indicus","2016",88
"Caprimulgus indicus","2017",115
"Caprimulgus indicus","2018",133
"Caprimulgus indicus","2019",145
"Caprimulgus indicus","2020",159
"Caprimulgus indicus","2021",206
"Caprimulgus indicus","2022",216
"Caprimulgus indicus","pre2000",57
"Caprimulgus jotaka","2000-2006",8
"Caprimulgus jotaka","2007-2010",11
"Caprimulgus jotaka","2011-2012",4
"Caprimulgus jotaka","2013",8
"Caprimulgus jotaka","2014",11
"Caprimulgus jotaka","2015",21
"Caprimulgus jotaka","2016",19
"Caprimulgus jotaka","2017",25
"Caprimulgus jotaka","2018",31
"Caprimulgus jotaka","2019",37
"Caprimulgus jotaka","2020",20
"Caprimulgus jotaka","2021",42
"Caprimulgus jotaka","2022",44
"Caprimulgus jotaka","pre2000",10
"Caprimulgus macrurus","2000-2006",18
"Caprimulgus macrurus","2007-2010",22
"Caprimulgus macrurus","2011-2012",23
"Caprimulgus macrurus","2013",23
"Caprimulgus macrurus","2014",27
"Caprimulgus macrurus","2015",32
"Caprimulgus macrurus","2016",60
"Caprimulgus macrurus","2017",46
"Caprimulgus macrurus","2018",72
"Caprimulgus macrurus","2019",82
"Caprimulgus macrurus","2020",78
"Caprimulgus macrurus","2021",96
"Caprimulgus macrurus","2022",127
"Caprimulgus macrurus","pre2000",24
"Caprimulgus mahrattensis","2000-2006",4
"Caprimulgus mahrattensis","2007-2010",16
"Caprimulgus mahrattensis","2011-2012",9
"Caprimulgus mahrattensis","2013",12
"Caprimulgus mahrattensis","2014",9
"Caprimulgus mahrattensis","2015",9
"Caprimulgus mahrattensis","2016",16
"Caprimulgus mahrattensis","2017",17
"Caprimulgus mahrattensis","2018",20
"Caprimulgus mahrattensis","2019",17
"Caprimulgus mahrattensis","2020",19
"Caprimulgus mahrattensis","2021",17
"Caprimulgus mahrattensis","2022",15
"Caprimulgus mahrattensis","pre2000",4
"Carduelis carduelis","2000-2006",14
"Carduelis carduelis","2007-2010",18
"Carduelis carduelis","2011-2012",21
"Carduelis carduelis","2013",14
"Carduelis carduelis","2014",22
"Carduelis carduelis","2015",37
"Carduelis carduelis","2016",43
"Carduelis carduelis","2017",48
"Carduelis carduelis","2018",44
"Carduelis carduelis","2019",71
"Carduelis carduelis","2020",56
"Carduelis carduelis","2021",75
"Carduelis carduelis","2022",60
"Carduelis carduelis","pre2000",29
"Carpodacus dubius","2016",1
"Carpodacus edwardsii","2000-2006",7
"Carpodacus edwardsii","2007-2010",9
"Carpodacus edwardsii","2011-2012",5
"Carpodacus edwardsii","2013",6
"Carpodacus edwardsii","2014",4
"Carpodacus edwardsii","2015",11
"Carpodacus edwardsii","2016",7
"Carpodacus edwardsii","2017",13
"Carpodacus edwardsii","2018",15
"Carpodacus edwardsii","2019",15
"Carpodacus edwardsii","2020",10
"Carpodacus edwardsii","2021",20
"Carpodacus edwardsii","2022",19
"Carpodacus edwardsii","pre2000",4
"Carpodacus erythrinus","2000-2006",110
"Carpodacus erythrinus","2007-2010",140
"Carpodacus erythrinus","2011-2012",139
"Carpodacus erythrinus","2013",92
"Carpodacus erythrinus","2014",161
"Carpodacus erythrinus","2015",229
"Carpodacus erythrinus","2016",277
"Carpodacus erythrinus","2017",334
"Carpodacus erythrinus","2018",388
"Carpodacus erythrinus","2019",423
"Carpodacus erythrinus","2020",397
"Carpodacus erythrinus","2021",495
"Carpodacus erythrinus","2022",396
"Carpodacus erythrinus","pre2000",112
"Carpodacus grandis","2000-2006",2
"Carpodacus grandis","2007-2010",2
"Carpodacus grandis","2011-2012",4
"Carpodacus grandis","2014",1
"Carpodacus grandis","2015",2
"Carpodacus grandis","2016",1
"Carpodacus grandis","2017",3
"Carpodacus grandis","2018",3
"Carpodacus grandis","2019",9
"Carpodacus grandis","2020",2
"Carpodacus grandis","2021",9
"Carpodacus grandis","2022",7
"Carpodacus grandis","pre2000",3
"Carpodacus pulcherrimus","2000-2006",2
"Carpodacus pulcherrimus","2007-2010",4
"Carpodacus pulcherrimus","2011-2012",6
"Carpodacus pulcherrimus","2013",3
"Carpodacus pulcherrimus","2014",7
"Carpodacus pulcherrimus","2015",7
"Carpodacus pulcherrimus","2016",8
"Carpodacus pulcherrimus","2017",10
"Carpodacus pulcherrimus","2018",12
"Carpodacus pulcherrimus","2019",15
"Carpodacus pulcherrimus","2020",8
"Carpodacus pulcherrimus","2021",13
"Carpodacus pulcherrimus","2022",10
"Carpodacus pulcherrimus","pre2000",3
